UMAP 0,UMAP 1,cell_type,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7
15.599246,-1.8715317,NK,GNLY,NKG7,CCL4,GZMB,PRF1,HBA1,FGFBP2,KLRD1
-0.92303896,-12.406956,CD4+ T naive,MALAT1,JUNB,TPT1,GPR183,IL7R,TRBC1,TSHZ2,COTL1
10.112902,0.499862,CD8+ T CD57+ CD45RA+,GNLY,NKG7,CCL5,GZMB,KLRD1,GZMH,FGFBP2,LGALS1
-6.122027,5.8407717,Normoblast,HBB,TPT1,HBA2,HBA1,SLC25A37,HBD,ARL4A,JUNB
6.6858296,-9.47757,CD8+ T naive,CD8,CD8B,LINC02446,JUNB,HBA1,FOS,MALAT1,IL7R
-10.937513,13.73764,Reticulocyte,MALAT1,HBA2,HBM,HBB,HBD,HBA1,TPT1,CA1
12.827573,13.271719,Naive CD20+ B IGKC-,IGKC,IGLC3,IGHM,HLA-DRA,CD74,HLA-DRB1,HLA-DPA1,CD79A
-15.8910675,-8.352613,CD14+ Mono,S100A9,LYZ,S100A8,NEAT1,SAT1,ZFP36,AC020916.1,TYROBP
1.9167275,7.033083,Erythroblast,HBD,HBM,AHSP,HBB,PRDX2,CA1,HMGB2,HBA2
8.714121,-7.598829,CD8+ T naive,CD8B,CD8,CD8A,LINC02446,HBA1,FOS,PCED1B-AS1,IL7R
8.417396,-11.693943,CD8+ T naive,CD8B,CD8,CD8A,JUNB,HBA1,JUN,CITED2,MALAT1
-1.2941476,-12.649519,CD4+ T naive,JUNB,AL499604.1,MALAT1,H1FX,FOS,IRF1,TRBC2,TNFAIP3
9.0052185,-10.627316,CD8+ T naive,CD8B,CD8,LINC02446,CD8A,FOS,TRBC1,HBA1,IL7R
13.613989,11.234374,Naive CD20+ B IGKC-,IGHM,HLA-DRA,CD74,IGLC2,IGLC3,HLA-DRB1,CD79A,IGHD
7.836205,14.138763,Transitional B,IGHM,IGLC2,TCL1A,CD79B,IGLC1,HLA-DRA,VPREB3,IGLC3
1.8688487,-9.90173,CD4+ T naive,BCL11B,CD69,HBA1,FOS,HBD,ANXA1,SOX4,TRBC2
7.40319,-10.414814,CD8+ T naive,CD8B,CD8,JUNB,ID2,KLRK1,CD8A,FOS,TNFAIP3
-12.529024,13.515242,Reticulocyte,MALAT1,HBA2,HBB,HBM,HBA1,TPT1,HBD,AHSP
7.6843395,-12.023259,CD8+ T naive,CD8,CD8B,JUN,LINC02446,CD7,DUSP2,HBA1,JUNB
7.4322186,15.246059,Transitional B,IGHM,CD79B,TCL1A,IGLC1,VPREB3,IGKC,CD24,SNHG7
9.414104,0.96706265,CD8+ T CD57+ CD45RA+,GNLY,NKG7,CCL5,IL7R,CST7,FGFBP2,GZMH,CTSW
-17.30428,12.226013,Reticulocyte,MALAT1,HBA2,HBB,HBA1,FOS,TPT1,HBD,HIST1H4C
-16.305725,13.009747,Reticulocyte,MALAT1,HBA2,HBD,HBB,HBA1,TPT1,FOS,HBM
-2.9139018,-14.82304,CD4+ T naive,JUNB,TRBC1,H1FX,PCED1B-AS1,PRKCQ-AS1,GPR183,MALAT1,TPT1
-16.288202,-9.532512,CD14+ Mono,S100A9,LYZ,S100A8,NEAT1,SAT1,AC020916.1,FCN1,NAMPT
-15.523074,-6.164892,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,VCAN,FCN1,CTSS,CST3
-6.946604,7.028737,Normoblast,HBB,HBA2,HBA1,TPT1,SLC25A37,HBD,ARL4A,IFIT1B
9.244083,15.916669,Transitional B,IGKC,CD79B,IGHM,TCL1A,HLA-DRA,IGLC1,CD74,CD79A
1.0807245,-9.382315,CD4+ T naive,IL7R,JUNB,NEAT1,HBA2,TRAT1,IGLC2,HBD,H1FX
-8.464338,12.067837,Reticulocyte,MALAT1,HBM,HBD,HBA2,HBB,HBA1,TPT1,AHSP
5.7190104,-2.6366687,CD8+ T CD57+ CD45RA+,NKG7,IL7R,GNLY,KLRB1,GZMH,CCL5,CD8,GZMB
-5.956257,6.6656294,Normoblast,HBB,HBA2,HBA1,HBD,SLC25A37,TPT1,JUNB,ARL4A
0.25872672,-15.570268,CD4+ T naive,TRBC1,JUNB,MALAT1,CD8B,FOS,AL499604.1,ID2,HIST1H4C
-16.129536,-7.8686132,CD14+ Mono,S100A9,LYZ,S100A8,NEAT1,SAT1,LGALS1,NKG7,CCL4
7.450572,-10.763436,CD8+ T naive,CD8,CD69,CD8B,LINC02446,TRBC2,JUN,CD7,JUNB
11.256153,15.864571,Transitional B,IGKC,IGHM,TCL1A,IGLC1,CD79B,HLA-DRA,CD79A,IGHD
16.256393,16.27724,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79A,MS4A1,HLA-DRB1,CD79B
7.36988,14.871314,Transitional B,IGHM,CD79B,TCL1A,IGLC1,HLA-DRA,IGLL1,CD24,STMN1
4.1537213,9.141226,Erythroblast,HBM,HBD,CA1,HIST1H4C,AHSP,PRDX2,HBB,TUBB
-8.854991,14.0480175,Reticulocyte,MALAT1,HBA2,HBB,HBM,HBA1,HBD,AHSP,CA1
13.084206,17.525208,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD79B,CD74,MS4A1,CD79A,SAT1
1.9174523,4.061426,Erythroblast,HBD,HBM,AHSP,HBB,CA1,HMGB2,HBA1,TMSB10
6.6444893,-11.643791,CD8+ T naive,CD8B,CD8,IL7R,ID2,FOS,CD8A,JUNB,DUSP2
-0.65290517,-10.034714,CD4+ T naive,TRBC1,IL7R,MALAT1,FOS,HMGB2,HIST1H4C,AL499604.1,TPT1
14.837261,11.591285,Naive CD20+ B IGKC-,IGLC2,IGHM,HLA-DRA,CD74,HLA-DRB1,MS4A1,TCL1A,IGHD
7.9635506,-11.702827,CD8+ T naive,CD8B,CD8,ID2,IL7R,CD8A,HBA1,JUNB,DUSP2
0.75455,-10.547197,CD4+ T naive,TNFAIP3,MALAT1,H1FX,GPR183,BCL11B,TPT1,IL7R,JUNB
10.25934,-11.248651,CD8+ T naive,CD8B,CD8,JUNB,ID2,JUN,TRBC1,HBD,MALAT1
-2.8448136,-13.71198,CD4+ T naive,HIST1H4C,MALAT1,CD69,PCED1B-AS1,JUNB,IL7R,PRKCQ-AS1,FOS
10.477537,0.35534066,CD8+ T CD57+ CD45RA+,GNLY,NKG7,CCL5,PRF1,GZMH,SYNE2,SYNE1,FGFBP2
0.6100571,-12.690491,CD4+ T activated,SAT1,DUSP2,H1FX,JUNB,MALAT1,ARL4C,FOS,CD69
7.7154617,-10.043046,CD8+ T naive,CD8B,CD8,IL7R,JUN,HBA1,KLRK1,GIMAP7,JUNB
-4.9714837,-6.7511168,CD4+ T activated,IL7R,KLRB1,FOS,SAT1,TPT1,NEAT1,JUN,CD69
3.8262506,9.191069,Erythroblast,HBD,HBM,HIST1H4C,AHSP,PRDX2,CA1,HBB,TUBA1B
9.159864,-9.974594,CD8+ T naive,CD8B,CD8A,CD8,LINC02446,MALAT1,HBA1,CD69,HBD
-3.5597947,-12.933531,CD4+ T naive,AL499604.1,FOS,JUNB,IRF1,SOCS1,SAT1,FCMR,ARL4C
16.355629,-0.10799882,NK,GNLY,NKG7,CCL4,PRF1,KLRD1,CTSW,CMC1,FGFBP2
-18.467834,-5.064657,CD14+ Mono,S100A9,S100A8,LYZ,AC020656.1,LGALS1,S100A12,FCN1,AC020916.1
9.072643,-8.051362,CD8+ T naive,CD8B,CD8,HBA1,HBB,TRBC1,HBD,FOS,HIST1H1D
14.331438,16.539257,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,MS4A1,IGHD,CD79A,HLA-DRB1
-13.260328,14.807555,Reticulocyte,MALAT1,HBA2,HBD,HBM,HBB,HBA1,AHSP,FOS
10.103153,-9.927775,CD8+ T naive,CD8B,CD8,DUSP2,CD69,KLRK1,CD8A,GIMAP7,LINC02446
-11.894736,13.577452,Reticulocyte,MALAT1,HBM,HBA2,HBB,HBD,HBA1,TPT1,AHSP
16.162779,13.074316,Naive CD20+ B IGKC-,IGHM,HLA-DRA,CD74,IGLC1,CD79A,CD79B,IGHD,MS4A1
1.5491825,-9.970388,CD4+ T naive,H1FX,HIST1H4C,JUNB,TNFAIP3,IL7R,DDIT4,CD7,MALAT1
15.318541,-2.5472665,NK,GNLY,NKG7,CCL4,GZMB,KLRD1,CST7,CTSW,GZMA
-1.0274339,-10.619364,CD4+ T naive,H1FX,MALAT1,JUNB,HIST1H4C,CD7,BCL11B,CD69,TPT1
8.999244,-10.320032,CD8+ T naive,CD8B,CD8,JUNB,CD8A,JUN,LINC02446,ID2,PCED1B-AS1
7.7827997,-10.458699,CD8+ T naive,CD8B,CD8,JUNB,JUN,CD69,LINC02446,IL7R,HIST1H4C
15.911,-0.8764576,NK,GNLY,NKG7,GZMB,CCL4,CCL3,PRF1,KLRD1,CTSW
-0.009440914,-13.581734,CD4+ T naive,TRBC1,JUNB,AL499604.1,JUN,TPT1,PCED1B-AS1,IL7R,ID2
0.5321572,-14.306124,CD8+ T naive,CD8,KLRK1,FOS,JUNB,CD8B,HIST1H4C,TUBA1B,TRBC1
9.738562,-8.897993,CD8+ T CD57+ CD45RA+,CD8B,CD8,LINC02446,HBA1,GNLY,AIF1,JUNB,CD8A
13.838218,14.678358,Naive CD20+ B IGKC+,IGKC,IGLC3,IGHM,HLA-DRA,TCL1A,CD74,CD79A,CD79B
-13.028598,12.064462,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBA1,TPT1,AHSP,FOS
-19.033138,-7.189081,CD14+ Mono,S100A9,S100A8,LYZ,S100A12,NEAT1,LGALS1,AC020656.1,AC020916.1
6.837167,-9.608023,CD8+ T naive,CD8B,CD8,LINC02446,JUN,HIST1H4C,KLRK1,HIST1H1D,FOS
8.35283,13.790298,Transitional B,IGHM,CD79B,TCL1A,IGLC2,HLA-DRA,SOX4,VPREB3,CD74
0.27629387,-11.4411125,CD4+ T naive,JUNB,IL7R,TPT1,TNFAIP3,TCF7,FOSB,ANXA1,AL499604.1
8.096434,-10.178439,CD8+ T naive,CD8B,CD8,CD69,CD8A,PCED1B-AS1,MALAT1,JUN,JUNB
15.576689,0.0019091964,NK,GNLY,NKG7,GZMB,CCL4,CLIC3,FGFBP2,GZMH,TYROBP
0.61691284,-11.424529,CD4+ T naive,H1FX,MALAT1,BCL11B,IL7R,JUN,TPT1,TRBC2,HBA2
-5.0660734,-6.233541,CD4+ T activated,CRIP1,ANXA1,IL7R,FOS,S100A11,KLRB1,TNFAIP3,ZFP36
10.746319,0.577196,CD8+ T CD57+ CD45RA+,GNLY,NKG7,CCL5,GZMB,GZMH,FOS,SYNE1,PRF1
8.1862,-9.789221,CD8+ T naive,CD8,LINC02446,CD8B,CD8A,HIST1H1D,JUN,PCED1B-AS1,HBA1
-14.92412,13.054143,Reticulocyte,MALAT1,HBA2,HBD,HBB,HBA1,TPT1,HIST1H4C,FOS
-0.41855127,-10.992503,CD4+ T naive,JUNB,TPT1,TRBC2,CRIP1,HBD,CD3G,PCED1B-AS1,TNFAIP3
-15.261959,13.373352,Reticulocyte,MALAT1,HBM,HBA2,HBB,HBA1,HBD,TPT1,FOS
1.7310176,-12.839075,CD4+ T activated,CD69,HBA1,H1FX,TPT1,MALAT1,TRBC1,IGKC,JUN
-16.972837,-6.69727,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,FCN1,VCAN,SAT1,MNDA
10.350124,0.9549004,CD8+ T CD57+ CD45RA+,GNLY,NKG7,GZMB,CCL5,PRF1,GZMH,FGFBP2,GZMA
6.667162,-9.420173,CD8+ T naive,CD8,CD8A,LINC02446,CD8B,KLRK1,AL499604.1,NEAT1,TNFAIP3
-1.0646272,-12.592603,CD4+ T naive,JUN,JUNB,IRF1,TPT1,H1FX,IL7R,SAT1,GIMAP7
-16.191488,12.831341,Reticulocyte,MALAT1,HBA2,HBB,HBA1,HBD,HBM,TPT1,FOS
-1.7306347,-11.297029,CD4+ T naive,TPT1,HIST1H4C,FOS,IL7R,JUNB,HBD,TRBC1,H1FX
7.799455,13.767057,Transitional B,IGHM,TCL1A,CD79B,IGLC3,HLA-DRA,AFF3,PCDH9,CD72-1
-18.781166,-5.4702864,CD14+ Mono,S100A9,LYZ,S100A8,LGALS1,AC020656.1,SAT1,AC020916.1,FCN1
15.844073,16.783178,Naive CD20+ B IGKC+,IGKC,IGHM,CD79A,IGHD,HLA-DRA,CD74,FOSB,HLA-DRB1
-16.990135,-4.9007807,CD14+ Mono,S100A9,S100A8,LYZ,LGALS1,VCAN,MNDA,S100A12,FCN1
4.052075,9.283632,Erythroblast,HBD,HIST1H4C,HBM,CA1,PRDX2,AHSP,HBB,TUBA1B
7.811803,-10.700701,CD8+ T naive,CD8B,CD8,JUNB,KLRK1,HIST1H4C,JUN,HBA1,TRBC1
1.8720047,-12.946813,CD4+ T naive,TRBC1,JUNB,AL499604.1,TPT1,GPR183,TNFAIP3,HIST1H4C,HBA1
-13.318816,10.809655,Reticulocyte,MALAT1,HBA2,HBB,HBD,HBA1,TPT1,AHSP,FOS
-11.955853,12.109224,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBA1,AHSP,TPT1,HBM
-0.07306889,-10.096834,CD4+ T naive,AL499604.1,MALAT1,H1FX,JUNB,HBD,BCL11B,IGKC,CD3G
0.28916708,-9.347485,CD4+ T activated,TRBC1,AL499604.1,PCED1B-AS1,DUSP2,SAT1,JUNB,MALAT1,PIK3IP1
-1.5591958,-9.565004,CD4+ T naive,GPR183,MALAT1,JUNB,RGS1,SAT1,TPT1,FYB1,TRAC
15.180247,-0.47788817,NK,GNLY,NKG7,CLIC3,CCL4,KLRD1,CTSW,PRF1,FGFBP2
-1.3898792,-13.393311,CD4+ T naive,JUNB,TRBC1,IRF1,IL7R,AL499604.1,SOCS1,TPT1,FOS
15.8103485,-1.623532,NK,NKG7,GNLY,CCL4,GZMB,PRF1,CST7,CTSW,CCL5
15.05265,16.887478,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD79B,CD79A,CD74,IGHD,TCL1A
7.992072,15.778687,Transitional B,IGHM,IGKC,CD79B,TCL1A,IGLC1,HLA-DRA,VPREB3,CD79A
15.840794,-2.3145385,NK,GNLY,NKG7,KLRD1,GZMB,CCL3,KLRF1,CCL4,CLIC3
15.330553,-0.81340104,NK,GNLY,NKG7,GZMB,CCL4,PRF1,KLRD1,GZMA,TYROBP
10.504503,0.61327386,CD8+ T CD57+ CD45RA+,NKG7,GNLY,CCL5,GZMH,GZMB,FGFBP2,FOS,CST7
-4.7647657,-9.255488,CD4+ T activated,SAT1,HBA1,MALAT1,FOS,ANXA1,CRIP1,TRBC1,H1FX
7.2985425,13.775895,Transitional B,CD79B,IGHM,TCL1A,VPREB3,HLA-DRA,VPREB1,YBX3,IGLC3
7.053916,15.546293,Transitional B,IGKC,CD79B,TCL1A,IGHM,EGR1,HLA-DRA,IGLC1,MALAT1
-2.2112575,-12.350114,CD4+ T naive,HIST1H4C,ANXA1,FOS,JUNB,IL7R,DUSP2,JUN,TRBC1
14.610726,-0.38442516,NK,GNLY,NKG7,GZMB,CST7,IL2RB,PRF1,CD16,GZMA
-15.212074,13.064003,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBA1,TPT1,AHSP,HIST1H4C
8.929069,0.99321145,CD8+ T CD57+ CD45RA+,NKG7,GNLY,CCL5,GZMH,CCL4,FGFBP2,GZMB,CST7
-1.8321867,-11.26995,CD4+ T activated,PCED1B-AS1,FOS,TNFAIP3,HBA1,ARL4C,JUNB,TPT1,IGKC
9.00586,-7.7491016,CD8+ T naive,CD8B,CD8,CD8A,LINC02446,TRBC2,HBA1,ARL4C,HBB
1.2981526,5.2716913,Erythroblast,HBD,HBB,HBM,HBA2,AHSP,CA1,HBA1,PRDX2
15.439245,15.917046,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79A,IGHD,MS4A1,HLA-DRB1
0.7934977,6.254861,Erythroblast,HBD,HBB,HBM,HBA2,HBA1,AHSP,CA1,HMGB2
-3.5797021,-8.794018,CD4+ T activated,IL7R,KLRB1,H1FX,MALAT1,CCL5,ANXA1,ARL4C,TPT1
-13.469555,13.848473,Reticulocyte,MALAT1,HBM,HBA2,HBB,HBA1,HBD,AHSP,TPT1
14.11412,17.709,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79A,JUN,HLA-DRB1,CD69
14.415023,17.81517,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD79A,CD74,IGHD,HLA-DRB1,HLA-DPB1
6.8795633,-11.600975,CD8+ T naive,CD8B,CD8,IL7R,CD8A,JUN,CD69,GIMAP7,GZMM
8.492854,-10.972532,CD8+ T naive,CD8,LINC02446,JUN,CD8B,FOS,HBA1,JUNB,IL7R
8.895082,-10.940377,CD8+ T naive,CD8B,JUN,CD8,LINC02446,JUNB,CD8A,TRAC,CD7
-17.145563,12.235289,Reticulocyte,MALAT1,HBA2,HBB,HBA1,HBD,TPT1,FOS,HIST1H4C
15.352426,17.60334,Naive CD20+ B IGKC+,IGKC,IGHM,CD79A,HLA-DRA,CD74,MS4A1,IGHD,HLA-DPB1
-14.592471,11.550867,Reticulocyte,MALAT1,HBA2,HBA1,HBD,HBB,TPT1,AHSP,HBM
-14.651944,13.170476,Reticulocyte,MALAT1,HBA2,HBB,HBA1,HBD,TPT1,HBM,AHSP
1.5213156,-11.749912,CD4+ T naive,TRBC1,MALAT1,CD69,CITED2,TPT1,ANXA1,JUNB,ARL4C
5.3678246,-10.049229,CD8+ T naive,CD8,CD8B,LINC02446,HIST1H4C,IL7R,PCED1B-AS1,JUN,JUNB
-19.75285,-4.7780833,CD14+ Mono,S100A9,S100A8,LYZ,LGALS1,AC020656.1,FCN1,NEAT1,MNDA
-5.2105103,-8.3349495,CD4+ T activated,IL7R,TRBC1,ANXA1,FOS,SAT1,S100A11,CITED2,TPT1
10.047882,1.001003,CD8+ T CD57+ CD45RA+,GNLY,NKG7,CCL5,GZMB,GZMH,PRF1,HBA1,FGFBP2
-14.865293,-7.2918053,CD14+ Mono,S100A9,LYZ,S100A8,NEAT1,SAT1,CTSS,AC020656.1,FCN1
15.961014,-1.4553769,NK,GNLY,NKG7,GZMB,CCL4,KLRD1,PRF1,CTSW,CLIC3
8.497638,-10.5366,CD8+ T naive,CD8B,CD8,LINC02446,KLRK1,AIF1,JUN,MALAT1,ANXA1
15.739939,0.96267486,NK,GNLY,NKG7,GZMB,PRF1,CTSW,FGFBP2,CCL4,GZMA
13.640042,11.061419,Naive CD20+ B IGKC-,IGHM,HLA-DRA,CD74,IGLC1,CD79A,MS4A1,HLA-DRB1,TCL1A
9.5534935,1.2088208,CD8+ T CD57+ CD45RA+,NKG7,GZMB,GZMH,CCL5,CTSW,GNLY,CCL4,HOPX
6.627401,-9.255621,CD8+ T naive,CD8B,CD8,CD8A,HIST1H1D,TPT1,FOS,HBB,CD3E
-13.118707,14.538828,Reticulocyte,MALAT1,HBM,HBA2,HBB,HBD,HBA1,TPT1,CA1
-10.765804,13.959513,Reticulocyte,MALAT1,HBM,HBA2,HBB,HBD,HBA1,AHSP,TPT1
2.3951454,6.11158,Erythroblast,HBD,HBM,CA1,PRDX2,AHSP,HIST1H4C,HBB,TUBA1B
7.3134103,15.0693245,Transitional B,TCL1A,IGHM,CD79B,IGKC,CD24,YBX3,HLA-DRA,MALAT1
1.382993,-8.09251,CD4+ T naive,FOS,IL7R,TRAC,TRBC1,HBD,NEAT1,YBX3,MALAT1
-4.8698406,-4.7887774,CD4+ T activated,IL7R,KLRB1,SAT1,TPT1,IRF1,MALAT1,CCL5,ZFP36
9.797159,-9.377372,CD8+ T naive,CD8B,CD8,LINC02446,TRBC2,ARL4C,IL7R,CD7,CD8A
-0.57721454,-12.073672,CD4+ T naive,JUNB,NEAT1,CRIP1,H1FX,DDIT4,TNFAIP3,TPT1,BCL11B
6.283196,-9.754866,CD8+ T naive,CD8,JUN,CD8B,LINC02446,TRBC2,IL7R,CD3E,JUNB
4.1869454,8.861742,Erythroblast,HIST1H4C,HBD,HBM,AHSP,PRDX2,CA1,HBB,HMGB2
14.851866,17.42078,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79A,HLA-DRB1,HLA-DPB1,RALGPS2
-2.0877414,-11.466167,CD4+ T naive,MALAT1,PCED1B-AS1,PRKCQ-AS1,HBD,BCL11B,IL7R,H1FX,MT2A
-3.5730429,-13.561026,CD4+ T naive,JUN,TNFAIP3,AL499604.1,HBA1,MALAT1,TPT1,IL7R,HIST1H4C
1.3477616,5.1235723,Erythroblast,HBM,HBD,HBB,AHSP,HBA2,CA1,HBA1,PRDX2
-11.443209,12.859947,Reticulocyte,MALAT1,HBA2,HBB,HBM,HBD,HBA1,TPT1,AHSP
1.3969797,-12.765294,CD4+ T naive,CD69,AL499604.1,ANXA1,MALAT1,JUNB,BCL11B,IL7R,HBA2
16.217897,0.39191216,NK,GNLY,NKG7,CCL4,GZMB,PRF1,CLIC3,FGFBP2,CTSW
-5.485962,6.988103,Normoblast,HBB,HBA2,HBD,HBA1,TPT1,HBM,CA1,ARL4A
-13.811783,14.354553,Reticulocyte,MALAT1,HBA2,HBM,HBB,HBD,HBA1,TPT1,CA1
15.135576,-3.6756077,NK,GNLY,NKG7,CCL4,KLRD1,CLIC3,SAT1,CMC1,IL2RB
7.599681,-10.469117,CD8+ T naive,CD8B,JUN,CD8,LINC02446,JUNB,DUSP2,HIST1H4C,KLRK1
8.81767,0.26539028,CD8+ T CD57+ CD45RA+,NKG7,CCL5,CCL4,GZMB,FGFBP2,GNLY,GZMH,CST7
-14.620765,-7.342815,CD14+ Mono,S100A9,LYZ,S100A8,NEAT1,CST3,SAT1,CTSS,LGALS1
12.202112,12.536364,Naive CD20+ B IGKC-,IGHM,TCL1A,HLA-DRA,CD74,IGHD,HLA-DPB1,MS4A1,CD79A
-17.156841,12.285785,Reticulocyte,MALAT1,HBA2,HBB,HBA1,TPT1,FOS,HBD,HIST1H4C
6.9183807,-9.584835,CD8+ T naive,CD8,CD8A,MALAT1,NUCB2,OXNAD1,HBA1,KLRK1,FOSB
-2.1771812,-10.445735,CD4+ T activated,IL7R,JUNB,BCL11B,MALAT1,LGALS1,DUSP2,TRAC,H1FX
0.66349363,-11.551418,CD4+ T naive,MALAT1,TNFAIP3,TRBC2,IL7R,HBD,BCL11B,TPT1,GPR183
1.4246693,5.2448835,Erythroblast,HBD,HBM,HBB,HBA2,AHSP,HMGB2,HBA1,CA1
-2.403254,-12.803463,CD4+ T naive,TRBC1,JUNB,FOS,IL7R,PCED1B-AS1,H1FX,PRKCQ-AS1,SOCS1
-3.9465463,-11.112857,CD4+ T activated,FOS,JUNB,IL7R,HIST1H4C,MALAT1,JUN,CRIP1,BCL2
3.4421296,6.4190006,Erythroblast,HIST1H4C,HBD,HBM,HBB,CA1,AHSP,HBA2,HMGB2
-15.555211,11.444617,Reticulocyte,MALAT1,HBA2,HBB,HBD,HBA1,TPT1,FOS,HIST1H4C
3.9612215,9.232424,Erythroblast,HBM,HIST1H4C,HBD,AHSP,PRDX2,CA1,HBB,TUBA1B
-12.828642,12.133611,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBA1,TPT1,AHSP,CA1
-16.186604,-5.7928452,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,VCAN,AC020656.1,FCN1,CTSS
15.146954,-1.3239775,NK,GNLY,NKG7,CCL4,GZMB,SAT1,GZMH,KLRD1,CST7
-4.912387,-6.985243,CD4+ T activated,CRIP1,IL7R,ANXA1,MALAT1,ITGB1,HBA1,HBD,S100A11
5.5028887,-10.209897,CD8+ T naive,CD8,CD8B,JUN,JUNB,CRIP1,IL7R,GIMAP7,PCED1B-AS1
7.6861677,-9.940921,CD8+ T naive,LINC02446,CD8B,CD8,JUN,PCED1B-AS1,CD3E,IL7R,JUNB
7.2698054,14.274194,Transitional B,AFF3,MALAT1,IGHM,TCL1A,BCL7A,SOX4,IGLC1,STMN1
-2.1527262,-12.485074,CD4+ T naive,JUNB,FOSB,CRIP1,SAT1,FOS,MALAT1,TPT1,CITED2
-17.17862,-9.47738,CD14+ Mono,S100A9,LYZ,S100A8,NEAT1,SAT1,AC020916.1,NAMPT,FCN1
9.452052,-10.482655,CD8+ T naive,CD8B,CD8,LINC02446,KLRK1,GZMM,JUNB,CD8A,MALAT1
15.335249,16.89488,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD79A,IGHD,CD74,CD79B,TCL1A
-12.68539,13.967505,Reticulocyte,MALAT1,HBM,HBD,HBA2,HBB,HBA1,TPT1,AHSP
-0.86226195,-12.714859,CD4+ T naive,JUNB,IL7R,JUN,IGLC2,TNFAIP3,H1FX,AL499604.1,TCF7
-10.506921,10.169034,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBA1,TPT1,AHSP,FOS
-13.723867,13.792689,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBA1,HBM,TPT1,AHSP
8.36951,-12.095622,CD8+ T naive,FOS,CD8,CD8B,JUNB,TRBC1,DUSP2,HBA1,GPR183
1.2447779,-12.161152,CD4+ T naive,CD69,JUNB,TNFAIP3,MALAT1,JUN,IL7R,HBA1,BCL11B
9.4111595,-9.980719,CD8+ T naive,CD8B,CD8,JUNB,TPT1,FOS,GIMAP7,PCED1B-AS1,NOSIP
-13.669239,13.236443,Reticulocyte,MALAT1,HBA2,HBD,HBB,HBA1,TPT1,AHSP,CA1
15.153906,16.92987,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD79A,CD74,TCL1A,MS4A1,CD79B
-18.173777,-8.528607,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,AC020656.1,AC020916.1,SAT1,FCN1
1.8584232,-14.530539,CD4+ T naive,TRBC1,IL7R,JUNB,LINC02446,FOS,JUN,AL499604.1,CD7
9.543976,-10.616772,CD8+ T naive,CD8,CD8B,HBA1,KLRK1,HBD,CD8A,TRAC,JUNB
7.389706,-8.983206,CD8+ T naive,CD8B,CD8,KLRK1,LINC02446,HBB,HBA1,CD8A,CRIP1
-2.0778642,-12.861932,CD4+ T naive,JUN,ID2,IL7R,HIST1H4C,CD3E,PRKCQ-AS1,TPT1,TMSB10
-4.7714443,-6.095607,CD4+ T activated,JUN,IL7R,CCL5,TPT1,CRIP1,TRBC1,KLRB1,FOSB
8.854429,14.576719,Transitional B,IGHM,CD79B,RGS2,IGLC1,HLA-DRA,AFF3,CD79A,TCL1A
9.29295,1.1617982,CD8+ T CD57+ CD45RA+,NKG7,GZMB,CCL5,FOS,GZMH,GNLY,CD8B,CD8
14.615256,15.202696,Naive CD20+ B IGKC+,IGKC,IGLC3,CD74,HLA-DRA,IGHM,CD79A,HLA-DRB1,HLA-DQA1
-6.515808,12.349667,Reticulocyte,MALAT1,HBM,HBB,HBA2,HBD,HBA1,TPT1,FOS
-14.30901,12.940735,Reticulocyte,MALAT1,HBA2,HBB,HBM,HBA1,AHSP,TPT1,HBD
-9.437702,12.423372,Reticulocyte,MALAT1,HBM,HBD,HBA2,HBB,HBA1,TPT1,AHSP
15.350056,16.782784,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,IGHD,CD79B,HLA-DRB1,MS4A1
16.103765,16.545874,Naive CD20+ B IGKC+,IGKC,HLA-DRA,IGHM,CD79A,CD74,CD79B,MS4A1,HLA-DQA1
-5.279897,6.043971,Normoblast,HBB,TPT1,HBA2,HBD,HBA1,HBM,SLC25A37,ARL4A
9.651535,-9.075741,CD8+ T naive,CD8B,CD8,JUNB,HIST1H4C,TRBC2,LINC02446,CD7,TMSB10
